17,	18.66,	12734,	18462,	14487,	32949
18,	18.64,	12740,	18463,	14480,	32943
19,	18.65,	12738,	18468,	14487,	32955
20,	18.64,	12740,	18466,	14483,	32949
21,	18.64,	12741,	18465,	14481,	32946
22,	18.63,	12747,	18472,	14480,	32952
23,	18.63,	12745,	18469,	14480,	32949
24,	18.62,	12754,	18473,	14473,	32946
25,	18.66,	12732,	18456,	14484,	32940
26,	18.90,	12617,	18372,	14550,	32922
27,	19.28,	12433,	18249,	14666,	32915
28,	19.64,	12261,	18142,	14785,	32927
29,	19.96,	12107,	18034,	14883,	32917
30,	20.25,	11975,	17945,	14973,	32918
31,	20.50,	11861,	17868,	15053,	32921
32,	20.73,	11755,	17797,	15128,	32925
33,	20.94,	11662,	17731,	15192,	32923
34,	21.09,	11595,	17668,	15225,	32893
35,	21.26,	11520,	17629,	15291,	32920
36,	21.40,	11457,	17585,	15336,	32921
37,	21.58,	11380,	17550,	15409,	32959
38,	21.70,	11330,	17511,	15443,	32954
39,	21.81,	11279,	17471,	15477,	32948
40,	21.90,	11244,	17444,	15501,	32945
41,	22.02,	11191,	17401,	15537,	32938
42,	22.14,	11142,	17348,	15558,	32906
43,	22.24,	11099,	17320,	15593,	32913
44,	22.32,	11065,	17294,	15617,	32911
45,	22.40,	11032,	17269,	15641,	32910
46,	22.47,	11000,	17245,	15665,	32910
47,	22.52,	10980,	17221,	15671,	32892
48,	22.62,	10940,	17200,	15710,	32910
49,	22.68,	10912,	17176,	15728,	32904
50,	22.74,	10889,	17158,	15744,	32902
51,	22.81,	10860,	17142,	15772,	32914
52,	22.87,	10835,	17119,	15787,	32906
53,	22.94,	10808,	17108,	15817,	32925
54,	23.00,	10782,	17078,	15827,	32905
55,	23.05,	10762,	17066,	15845,	32911
56,	23.12,	10735,	17046,	15866,	32912
57,	23.15,	10722,	17031,	15872,	32903
58,	23.19,	10703,	17013,	15883,	32896
59,	23.25,	10681,	17003,	15906,	32909
60,	23.29,	10664,	16991,	15921,	32912
61,	23.34,	10644,	16974,	15935,	32909
62,	23.39,	10624,	16961,	15952,	32913
63,	23.46,	10595,	16930,	15966,	32896
64,	23.51,	10576,	16912,	15978,	32890
65,	23.55,	10562,	16910,	15998,	32908
66,	23.57,	10554,	16901,	16001,	32902
67,	23.57,	10553,	16894,	15996,	32890
68,	23.63,	10527,	16877,	16020,	32897
69,	23.68,	10508,	16868,	16040,	32908
70,	23.71,	10495,	16853,	16045,	32898
71,	23.76,	10478,	16841,	16060,	32901
72,	23.79,	10467,	16828,	16065,	32893
73,	23.80,	10463,	16820,	16063,	32883
74,	23.87,	10433,	16811,	16100,	32911
75,	23.91,	10419,	16796,	16108,	32904
76,	23.95,	10404,	16788,	16123,	32911
77,	23.99,	10388,	16775,	16136,	32911
78,	24.02,	10376,	16764,	16144,	32908
79,	24.04,	10366,	16754,	16149,	32903
80,	24.08,	10353,	16741,	16158,	32899
81,	24.11,	10340,	16731,	16168,	32899
82,	24.14,	10329,	16723,	16177,	32900
83,	24.17,	10315,	16713,	16189,	32902
84,	24.18,	10314,	16709,	16188,	32897
85,	24.23,	10294,	16693,	16204,	32897
86,	24.26,	10283,	16685,	16213,	32898
87,	24.28,	10275,	16673,	16214,	32887
88,	24.30,	10265,	16674,	16230,	32904
89,	24.32,	10259,	16661,	16228,	32889
90,	24.35,	10245,	16656,	16245,	32901
91,	24.37,	10240,	16653,	16249,	32902
92,	24.40,	10227,	16643,	16261,	32904
93,	24.43,	10216,	16636,	16271,	32907
